name,sku,price_net,stock,category,description,image_path,active
BOBINA PARA PROYECTO TESLA,,6000,9,arduino,,products/.jpg,True
CABLE PODER PULPO  1X8,CCTV-1X8_GL,3000,2,inicio,,products/CCTV-1X8_GL.jpg,True
SOLMAFORO UV-15040-RGB-SLT-i,UV-15040-RGB-SLT-i,0,0,desarrollos,,products/UV-15040-RGB-SLT-i.jpg,True
SOLMAFORO UV-15040-RGB-SLT-E4G,UV-15040-RGB-SLT-E4G,0,0,desarrollos,,products/UV-15040-RGB-SLT-E4G.jpg,True
SOLMAFORO UV-15040-RGB-SLT-E4G+,UV-15040-RGB-SLT-E4G+,0,0,desarrollos,,products/UV-15040-RGB-SLT-E4G+.jpg,True
SOLMAFORO UV-15040-RGB-TR,UV-15040-RGB-TR,0,0,desarrollos,,products/UV-15040-RGB-TR.jpg,True
MODULO LM2596 REGULADOR DE VOLTAJE DC-DC,LM2596,1800,3,arduino,,products/LM2596.jpg,True
CAJA PLASTICA 200X120X75MM IP65 NEGRA,CHL180357,5900,24,cajas,,products/CHL180357.jpg,True
SOLDADURA 60/40 ⌀1.2 MM 250G SANKI,SANKI6040-1,21000,10,estano,,products/SANKI6040-1.jpg,True
CABLE CON CONECTOR JST - 5 PINES MACHO - HEMBRA,QTY-5P,2000,189,inicio,,products/QTY-5P.jpg,True
CONECTOR MOLEX 2P CON CABLE HEMBRA – MACHO,molex-2p,416,40,conectores,,products/molex-2p.jpg,True
CONECTOR DB15 HEMBRA,VGA-DB15,601,200,inicio,,products/VGA-DB15.jpg,True
CABLE CONECTOR JST DE 7P HEMBRA - MACHO,JST-7P,1899,190,conectores,,products/JST-7P.jpg,True
CABLE USB 2.0 TIPO B 30CM,USB-B-30_GL,1050,13,cables-electricidad,,products/USB-B-30_GL.jpg,True
CABLE CONECTOR JSTDE 8P  HEMBRA - MACHO,JST-8P,2252,189,cables,,products/JST-8P.jpg,True
JUEGO DESTORNILLADOR RELOJERO 6PCS,MK-0599,2000,5,destornilladores,,products/MK-0599.jpg,True
SET CONECTOR ROSCA 158 PCS,W14610,5000,9,conectores,,products/W14610.jpg,True
CAJA SET TERMORETRÁCTIL 316 PCS,23920,4000,0,aisladores,,products/23920.jpg,True
MODULO LED 1X20 12V CON PROTECCIÓN 7CM,M12V-CP7,6200,7,iluminacion,,products/M12V-CP7.jpg,True
MODULO LED 3X20 12V,M12V-3LED,6000,20,iluminacion,,products/M12V-3LED.jpg,True
MODULO LED 1X20 12V SIN PROTECIÓN,M12V-SP,5800,32,iluminacion,,products/M12V-SP.jpg,True
MODULO LED 1X20 12V CON PROTECCIÓN 8.5CM,M12V-CP9,7200,16,iluminacion,,products/M12V-CP9.jpg,True
MODULO LED 1X20 12V CON PROTECIÓN,M12V-CP1X1,8000,10,iluminacion,,products/M12V-CP1X1.jpg,True
CLORURO FÉRRICO 1L,CLFR-1L,3000,5,quimicos-electronica,,products/CLFR-1L.jpg,True
KIT ARDUINO UNO - 68 PCS,KITUNO-68PCS,16000,0,arduino,,products/KITUNO-68PCS.jpg,True
PACK PORTA RELE PLÁSTICO (2U),COD.115004,2000,35,rele,,products/COD.115004.jpg,True
SET BASE DE CORTE,ME047-4,3000,3,kits-educativos,,products/ME047-4.jpg,True
RUEDA CON LLANTA DE GOMA PARA MOTOR DC,,1500,50,kits-educativos,,products/.jpg,True
ARDUINO UNO,,9000,0,arduino,,products/.jpg,False
SET BROCA FRESADORA 3- 4- 5- 6- 6.5- 8,,2700,2,brocas,,products/.jpg,True
PAR CONECTOR CM4 MACHO-HEMBRA SOLAR,CHLMC4,1900,76,inicio,,products/CHLMC4.jpg,True
POTENCIÓMETRO P-104 PRECISIÓN 100K,I3-21-100,300,20,inicio,,products/I3-21-100.jpg,True
PORTA RELE CERÁMICO 12-24 V,RC12-24,2000,5,rele,,products/RC12-24.jpg,True
SOLDADURA M60 ⌀0.8MM 40G MECHANIC,m6040g,7000,10,estano,,products/m6040g.jpg,True
SOLDADURA ⌀1.2MM 60G JIX,JIX60G,3000,6,estano,,products/JIX60G.jpg,True
DISPLAY INDUSTRIAL DI-64128-420MA,DI-64128-420MA,0,0,desarrollos,,products/DI-64128-420MA.jpg,True
CRONOMETRO CR32128-CR,CR3296-SEN-1,0,0,cronometros,,products/CR3296-SEN-1.jpg,True
SOLDADURA 63/37 ⌀1.0 MM 250G BAOQIN,17310-A,6000,0,estano,,products/17310-A.jpg,True
SOLDADURA 60/40 ⌀0.8 MM 250G SANKI,SANKI6040,21000,3,estano,,products/SANKI6040.jpg,True
KIT TERMORETRÁCTIL COLORES 16X120MM (10U),9367124,1000,7,aisladores,,products/9367124.jpg,True
PACK AG10 BATERIA ALCALINA 1.55V (10U),AG10,1600,15,alimentacion,,products/AG10.jpg,True
PACK BATERIA LITIO CR1220 MAXELL (5U),CR1220,3200,0,alimentacion,,products/CR1220.jpg,True
PILA 26650 GH 8800 mAh 4.2 V,,0,0,sin-categoria,,,False
CRONOMETRO 24/14 BASQUETBOL +60s,C24/14-3232+60,0,0,cronometros,,products/C24/14-3232+60.jpg,True
KIT TERMORETRÁCTIL COLORES 10U - PRE CORTADA,TER-010-1-1,600,10,aisladores,,products/TER-010-1-1.jpg,True
PACK BATERIA SR626SW 1.55V HG0% MAXELL,SR626SWH0,2600,2,alimentacion,,products/SR626SWH0.jpg,True
PACK PILA 23A 12V (5U),23A12V,1600,4,inicio,,products/23A12V.jpg,True
PILA LITIO CR2450 3V ENERGIZER,CR2450,3000,5,alimentacion,,products/CR2450.jpg,True
MODULO MULTIPLEXOR HP4067,HP4067,2101,4,electronica,,products/HP4067.jpg,True
MINI REPETIDOR WiFi LV-WR13,MR100-1,10000,2,electronica,,products/MR100-1.jpg,True
SENSOR HAZ INFRARROJO,MR100-1-1,7000,0,electronica,,products/MR100-1-1.jpg,True
FUENTE SW 12V 40A,FA-12V40A,21000,6,electronica,,products/FA-12V40A.jpg,True
CONTROL REMOTO UNIVERSAL DUPLICADOR,IRM_GL,0,19,inicio,,products/IRM_GL.jpg,True
BATERÍA 9V PHILIPS LONGLIFE,6F22L1B/97,2100,0,alimentacion,,products/6F22L1B/97.jpg,True
PILA LITIO 3V CR2 ENERGIZER,UPN-140603,2500,4,alimentacion,,products/UPN-140603.jpg,True
Marcador ScoreSHOW 420,ScoreSHOW-420,0,0,deportivo,,products/ScoreSHOW-420.jpg,True
MARCADOR SCORESHOW-360A,ScoreShow-160-25-1,0,0,deportivo,,products/ScoreShow-160-25-1.jpg,True
PACK BATERIA LITIO CR2032 MAXELL (5U),,2100,9,alimentacion,,products/.jpg,True
MODULO DE RELOJ DS3231,RTC1307-1-1,800,3,electronica,,products/RTC1307-1-1.jpg,True
MODULO RELE 5V X1,JQC-3FF-S-Z-P1-1-1,2000,28,inicio,,products/JQC-3FF-S-Z-P1-1-1.jpg,True
MODULO 4G A7670C,FT232RL-1-1,20000,3,inicio,,products/FT232RL-1-1.jpg,True
RELE SOLIDO 4 CANALES,EST2RELE4-1,7000,4,electronica,,products/EST2RELE4-1.jpg,True
SET 4G A7670C,FT232RL-1-1-2,25000,0,inicio,,products/FT232RL-1-1-2.jpg,True
CONECTOR CAJA SPEAKER PLUG TERMINAL,,4000,24,inicio,,products/.jpg,True
CONECTOR SPEAKER AUDIO CABLE 4 PIN AZUL,SVP563R-1,2500,37,inicio,,products/SVP563R-1.jpg,True
CONECTOR SPEAKER AUDIO CABLE 4 PIN ROJO,SVP563R-1-1,2500,33,inicio,,products/SVP563R-1-1.jpg,True
CONECTOR SPEAKON HEMBRA 3PIN,,2500,10,inicio,,products/.jpg,True
CONECTOR SPEAKON HEMBRA 3PIN,,2500,10,inicio,,products/.jpg,True
PORTA PILA CR2032 (VERTICAL),18650-PCB-1-1,500,18,electronica,,products/18650-PCB-1-1.jpg,True
PORTA PILA CR2032 (VERTICAL),18650-PCB-1-1,500,18,electronica,,products/18650-PCB-1-1.jpg,True
PORTA PILA CR2032 (TRADICIONAL),18650-PCB-1-1-1,600,23,electronica,,products/18650-PCB-1-1-1.jpg,True
RESISTENCIA CERAMICA 20W 220Ω,E1A-20W220,1300,55,otras,,products/E1A-20W220.jpg,True
SOLMAFORO UV-15040-RGB-SST-E4G,UV-15040-RGB-SST-E4G,0,0,desarrollos,,products/UV-15040-RGB-SST-E4G.jpg,True
PLUG SMA CRIMP RG58,M2A-CPRG58,1500,9,inicio,,products/M2A-CPRG58.jpg,True
CONECTOR DB9 PCB MACHO,M2A-CDB9.M,2000,45,inicio,,products/M2A-CDB9.M.jpg,True
CONECTOR DUPONT 4 PINES,M2A-CD4P,1500,564,inicio,,products/M2A-CD4P.jpg,True
CONECTOR HEMBRA MICRO USB,M2A-CHMUSB,1000,30,inicio,,products/M2A-CHMUSB.jpg,True
CONECTOR HEMBRA TIPO C,M2A-CHTC,1000,109,inicio,,products/M2A-CHTC.jpg,True
RCA PLUG MACHO,M2A-RCA,700,76,conectores,,products/M2A-RCA.jpg,True
DISPLAY LED 7 SEGMENTO 1X2 ANODO,564136-1,1000,5,inicio,,products/564136-1.jpg,True
PLUG MACHO NEGRO-5.5/ 2.1,M2A-CPNM-1,600,69,conectores,,products/M2A-CPNM-1.jpg,True
BNC HEMBRA PARA CABLE COAXIAL.,BNC2AH,1000,17,conectores,,products/BNC2AH.jpg,True
CONVERTIDOR MAX3232 RS232 a TTL HEMBRA DB9,FT232RL-1,4300,47,inicio,,products/FT232RL-1.jpg,True
ARREGLO DE RESISTENCIAS 1/8 W 5% 9 PINES,E1C-AR1/8,0,0,inicio,,products/E1C-AR1/8.jpg,True
RESISTENCIAS 1/4W 1% (25 unidades),R-1/6-5-1-1,0,122,inicio,,products/R-1/6-5-1-1.jpg,True
AMPLIFICADOR DE SONIDO PARA JUEGO ARCADE Y TABLEROS DE JUEGO,E2B-MOD1W,4500,5,comunicacion,,products/E2B-MOD1W.jpg,True
MODULO INFRARROJO RECEPTOR,E2B-MODIR38,1000,9,inicio,,products/E2B-MODIR38.jpg,True
MODULO RECEPTOR DE RADIO 315 MHZ,E2B-MOD315,2000,19,comunicacion,,products/E2B-MOD315.jpg,True
MODULO SENSOR INFRARROJO 4 CANALES,E2B-MODIR,0,0,modulos,,products/E2B-MODIR.jpg,True
INTERRUPTOR METALICO 22MM IP65 CON LED 24V,M3B-IM22LED,6000,57,inicio,,products/M3B-IM22LED.jpg,True
TARJETA MICRO SD SANDISK ULTRA 64GB,,7000,2,inicio,,products/.jpg,True
LECTOR DE TARJETA MICRO SD ZHS - USB 2.0,,1000,14,inicio,,products/.jpg,True
RESISTENCIA 15KΩ - 3W 5% (25 unidades),E-1A/3W15K5,2500,33,inicio,,products/E-1A/3W15K5.jpg,True
"RESISTENCIA 4,7KΩ - 2W 5% (25 unidades)",E-1A/2W4.7K5,2000,31,inicio,,products/E-1A/2W4.7K5.jpg,True
RESISTENCIAS 1/6W 1% (50 unidades),R-1/6-5-1,0,122,inicio,,products/R-1/6-5-1.jpg,True
PULSADOR METÁLICO 16MM IP65 CON LED 24V,H4-1-1,4000,23,inicio,,products/H4-1-1.jpg,True
PULSADOR METALICO 19MM IP65 2 PINES,H3-13-1,3000,32,inicio,,products/H3-13-1.jpg,True
PULSADOR METALICO ALTO 28MM IP67 2 PINES,M3B-PM28,10000,108,inicio,,products/M3B-PM28.jpg,True
CONDENSADOR 470UF /25V,I3-15-1,195,1,condensadores,,products/I3-15-1.jpg,True
CONECTOR RJ45 METALICO (10U),RJ-45-R1- 24-1,700,40,conectores,,products/RJ-45-R1- 24-1.jpg,True
CONECTOR RJ45 METALICO (10U),RJ-45-R1- 24-2,1000,38,conectores,,products/RJ-45-R1- 24-2.jpg,True
CAJA FERRULE 1200 PCS,C30446-1,4700,3,conectores,,products/C30446-1.jpg,True
PIN HEADER MACHO 1X40 (10 U),PH1X40_GL,0,200,conectores,,products/PH1X40_GL.jpg,True
SOLMAFORO UV-15040-RGB-SST,UV-15040-RGB-SST,0,0,desarrollos,,products/UV-15040-RGB-SST.jpg,True
SOLMAFORO UV-13040-RGB-SS,UV-13040-RGB-SS,0,0,desarrollos,,products/UV-13040-RGB-SS.jpg,True
SOLMAFORO UV-15040-RGB-SLT,UV-15040-RGB-SLT,0,0,desarrollos,,products/UV-15040-RGB-SLT.jpg,True
SOLMAFORO UV-15040-RGB-SST-i,UV-15040-RGB-SST-i,0,0,desarrollos,,products/UV-15040-RGB-SST-i.jpg,True
TECLADO GAMER CON MOUSE,M-1500,12521,6,electronica,,products/M-1500.jpg,True
Marcador ScoreSHOW 800-5,ScoreSHOW-1080-5-1,0,0,deportivo,,products/ScoreSHOW-1080-5-1.jpg,True
MODULO RFID RC522,RFID-RC522,3300,7,arduino,,products/RFID-RC522.jpg,True
MODULO CONVERTIDOR DC A DC BOOST STEP-UP VOL-R010,151422,4000,10,arduino,,products/151422.jpg,True
RELE 220V 8PINES,,5500,0,electronica,,products/.jpg,True
BASE RELE 8 PINES,,2000,0,electronica,,products/.jpg,True
PULSADOR NC,nc,1681,20,electricidad,,products/nc.jpg,True
CABLE PARALELO 12AWG NEGRO-ROJO 100% COBRE,R100,1681,98,cables,,products/R100.jpg,True
RADAR DE VELOCIDAD,,0,0,desarrollos,,products/.jpg,True
SEÑALETICA VIAL P5AR- 96x96,P5AR-96x96,0,0,desarrollos,,products/P5AR-96x96.jpg,True
VELOCIMETRO LED 32X32CM  GPS3232V,GPS3232V,0,0,desarrollos,,products/GPS3232V.jpg,True
RELOJ INDUSTRIAL  CON ALARMAS RA32198BT,RA32198BT,0,0,desarrollos,,products/RA32198BT.jpg,True
SOFTWARE CON CERTIFICACION FIBA,,0,0,deportivo,,products/.jpg,False
EXTRACTOR DE SOLDADURA 34CM,ZD-108,7000,15,extractor,,products/ZD-108.jpg,True
SENSOR CNY-70,A2-8,600,345,electronica,,products/A2-8.jpg,True
Marcador ScoreSHOW 1080,ScoreSHOW-1080-5,0,0,deportivo,,products/ScoreSHOW-1080-5.jpg,True
CONECTOR RJ45 PCB UNIDAD,R1-25,1000,143,conectores,,products/R1-25.jpg,True
MARCADOR SCORESHOW 200-50,ScoreShow-200-5,0,0,deportivo,,products/ScoreShow-200-5.jpg,True
MARCADOR SCORESHOW 200-40,ScoreShow-200-40,0,0,deportivo,,products/ScoreShow-200-40.jpg,True
MARCADOR SCORESHOW 160-40,ScoreShow-160-40,0,0,deportivo,,products/ScoreShow-160-40.jpg,True
MARCADOR SCORESHOW 160-25,ScoreShow-160-25,0,0,deportivo,,products/ScoreShow-160-25.jpg,True
PULSADOR GAMER VERDE,H1-3,1700,32,inicio,,products/H1-3.jpg,True
PULSADOR GAMER AMBAR,H1-1,1700,45,inicio,,products/H1-1.jpg,True
PULSADOR METALICO ALTO 19MM IP67 2 PINES,H3-13,4800,346,inicio,,products/H3-13.jpg,True
CONECTOR DE AVIACION GX16 - 4 PINES MACHO Y  HEMBRA,Q1-4P,2300,20,alimentacion,,products/Q1-4P.jpg,True
CONECTOR DE AVIACION GX16 - 3 PINES MACHO Y  HEMBRA,H4,2300,24,alimentacion,,products/H4.jpg,True
CONECTOR GX16 -3 PIN MAHO AEREO,Q1-3PMA,2300,24,alimentacion,,products/Q1-3PMA.jpg,True
MARCADOR SCORESHOW 360,ScoreShow-360,0,0,deportivo,,products/ScoreShow-360.jpg,True
Marcador ScoreSHOW 490,ScoreSHOW-490,0,0,deportivo,,products/ScoreSHOW-490.jpg,True
Marcador ScoreSHOW 540,ScoreSHOW-540,0,0,deportivo,,products/ScoreSHOW-540.jpg,True
Marcador ScoreSHOW 1000,ScoreSHOW-1000,0,0,deportivo,,products/ScoreSHOW-1000.jpg,True
Marcador ScoreSHOW 1210,ScoreSHOW-1210,0,0,deportivo,,products/ScoreSHOW-1210.jpg,True
SERVICIO TECNICO,,0,-1,desarrollos,,products/.jpg,False
INTERRUPTOR ON-OFF 2 PINES,M3B-KCD1,0,47,electricidad,,products/M3B-KCD1.jpg,True
MODULO LED 16X32,,0,0,desarrollos,,products/.jpg,True
CAUTIN 40W PINSUN,M340,3000,2,cautin,,products/M340.jpg,True
MARCADOR DEPORTIVO MM4896BT,MM4896BT,0,0,deportivo,,products/MM4896BT.jpg,True
PERNO PARKER 4X40MM (25 UNIDADES) ZINCADO,3256070005000C,4400,20,ferreteria,,products/3256070005000C.jpg,True
CABLE RED CAT7 10MTS,CT710M-C,6000,1,cables,,products/CT710M-C.jpg,True
TORNILLO ROSCALATA 6x1/2 (100 U),,1100,10,ferreteria,,products/.jpg,True
DISCO DE PULIDO,,4800,2,electronica,,products/.jpg,True
FUNDA RJ45 PACK 5 UNIDADES,R1-24,250,3,conectores,,products/R1-24.jpg,True
SEÑAL VIAL CARRO VMS96192W7C,VMS96192W7C,0,0,desarrollos,,products/VMS96192W7C.jpg,True
LED IR EMISOR 5MM (10U),IR-5E,4000,14,diodos,,products/IR-5E.jpg,True
TUERCA HEXAGONAL 5MM (100 UNIDAD),5032150010000C / K2,1100,13,ferreteria,,products/5032150010000C / K2.jpg,True
PERNO PARKER 5X30MM (25),3256670005000C,2700,18,ferreteria,,products/3256670005000C.jpg,True
PERNO PARKER 4X10MM (25UNIDADES),PK4X10J2-L,1600,40,ferreteria,,products/PK4X10J2-L.jpg,True
TORNILLO ROSCALATA 6x1/2(100U),,1100,10,ferreteria,,products/.jpg,True
PERNO PARKER 5X20MM (25UNIDADES),PK5X25J2-L,2400,4,ferreteria,,products/PK5X25J2-L.jpg,True
TUERCA HEXAGONAL 1/4 CON SEGURIDAD (100U),5054160010000C,2100,0,ferreteria,,products/5054160010000C.jpg,True
TUERCA HEXAGONAL 6MM CON SEGURIDAD (100U),5058180010000C/ K2,2200,1,ferreteria,,products/5058180010000C/ K2.jpg,True
TUERCA HEXAGONAL M6 - 1.0 CON SEGURIDAD (100U) METRICA,201TSN /K2,2200,43,ferreteria,,products/201TSN /K2.jpg,True
TUERCA HEXAGONAL M10 - 1.5 CON SEGURIDAD (100U) METRICA,203TSN / K2,2300,2,ferreteria,,products/203TSN / K2.jpg,True
TUERCA HEXAGONAL M10 - 1.5 CON SEGURIDAD (100U) METRICA,203TSN,2300,0,ferreteria,,products/203TSN.jpg,True
TUERCA HEXAGONAL 8MM CON SEGURIDAD (100U) METRICA,5058240010000C /K2,2300,5,ferreteria,,products/5058240010000C /K2.jpg,True
TUERCA HEXAGONAL 4MM (100 UNIDAD),5036120010000C / K2,1000,0,ferreteria,,products/5036120010000C / K2.jpg,True
GOLILLA 15/32 (100u),GO5/32,1800,20,ferreteria,,products/GO5/32.jpg,True
GOLILLA 3/16 (100U),GO3/16,1500,33,ferreteria,,products/GO3/16.jpg,True
GOLILLA 5/16 (100U),GO5/16,1300,12,ferreteria,,products/GO5/16.jpg,True
PELA CABLE 6 PULGADAS KAMASA,KM-028/ B2,3300,5,ferreteria,,products/KM-028/ B2.jpg,True
TUERCA ARAÑA 3/8  (25),TA-516 K1-3,3000,40,ferreteria,,products/TA-516 K1-3.jpg,True
TUERCA HEXAGONAL 1/4 CON SEGURIDAD (100U),5054160010000C / K2,2100,5,ferreteria,,products/5054160010000C / K2.jpg,True
ESCUADRA PIZARRAS 15MM,ESC-15MM_GL,500,0,ferreteria,,products/ESC-15MM_GL.jpg,True
FOCO ROJO CON BASE DE METAL,HS-510299,1000,8,iluminacion,,products/HS-510299.jpg,True
FOCO AMARILLO CON BASE DE METAL,HS-510210,1000,28,iluminacion,,products/HS-510210.jpg,True
SEÑALETICA VIAL VMS P10-DIP-64x128E,P10-DIP-64128E,0,0,desarrollos,,products/P10-DIP-64128E.jpg,True
SOPORTE TECNICO,STEC-1,0,0,desarrollos,,products/STEC-1.jpg,False
TAPA PERFIL 60X60MM,TPI-6060,740,0,inicio,,products/TPI-6060.jpg,True
CAJA ESTANCA 220 X 170 X 95 LISA,CAJA20,8000,20,cajas,,products/CAJA20.jpg,True
CAJA ESTANCA 170 X 140 X 85mm LISA,CAJA18,5200,96,cajas,,products/CAJA18.jpg,True
CAJA ESTANCA 100 X 100 X 60 LISA,CAJA16,2800,20,cajas,,products/CAJA16.jpg,True
CRONOMETRO CR3296-SEN,CR3296-SEN,0,0,cronometros,,products/CR3296-SEN.jpg,True
TRANSPORTE,FCHILE,0,0,desarrollos,,products/FCHILE.jpg,False
CONECTOR PARA PARLANTES 2 CLIP 4X4CM,TE1325,500,35,conectores,,products/TE1325.jpg,True
COPLA CONECTOR RJ45 CAT5E,BS-1196/ R2-28,1400,50,conectores,,products/BS-1196/ R2-28.jpg,True
GOLILLA 1/8 (100u),GO1/8,1800,16,ferreteria,,products/GO1/8.jpg,True
CABLE USB TIPO C CARGA RÁPIDA,,4500,6,cables,,products/.jpg,True
CABLE HDMI ULTRA PRO 1.8M,1153,4500,6,cables,,products/1153.jpg,True
ANTENA EWTTO DIGITAL HD PARA TV,ET-N0486,5500,5,comunicacion,,products/ET-N0486.jpg,True
TARJETA MICRO SD MAXELL 32GB CLASE 10,,6300,3,inicio,,products/.jpg,True
SEÑALETICA VIAL VMS6464BI,VMS6464BI,0,0,desarrollos,,products/VMS6464BI.jpg,True
IMPERMEABLE PARA CONECTOR RJ45 MACHO,M4CHORJ45,2500,100,conectores,,products/M4CHORJ45.jpg,True
SEÑALETICA VIAL VMS9696BI,VMS9696BI,0,0,desarrollos,,products/VMS9696BI.jpg,True
LUZ PILOTO LED AMARILLO 16MM 220V,,1000,23,iluminacion,,products/.jpg,True
PACK PILAS AAA 1.5V GENERICAS (4U),140139,0,9,inicio,,products/140139.jpg,True
PACK PILAS AA 1.5V GENERICAS (4U),140128,0,47,inicio,,products/140128.jpg,True
PACK PILAS PHILIPS AA 1.5V (4U),R06L2F,1500,33,inicio,,products/R06L2F.jpg,True
SPRAY PINTURA BLANCO BRILLANTE,,3500,6,ferreteria,,products/.jpg,True
PULSADOR 16MM,H39,400,30,inicio,,products/H39.jpg,True
PIC 16F883 INTEGRADO,I2-34,2521,42,inicio,,products/I2-34.jpg,True
ATMEGA328P,I2-42,4202,10,inicio,,products/I2-42.jpg,True
EL817C INTEGRADO,I2-67,672,490,inicio,,products/I2-67.jpg,True
CENTRAL METEOROLOGICA CM80,CM80,0,0,desarrollos,,products/CM80.jpg,True
MINI PROTOBOARD ROJO 170 PUNTOS,SET174,600,15,arduino,,products/SET174.jpg,True
MINI PROTOBOARD AZUL 170 PUNTOS ARDUINO,SET176,600,44,arduino,,products/SET176.jpg,True
SPRAY PINTURA BLANCO BRILLANTE,,3500,6,ferreteria,,products/.jpg,True
CARGADOR DE BATERIA 18650 EWTTO,ET-E6023,3500,5,cargadores,,products/ET-E6023.jpg,True
PORTA FUSIBLE CON CABLE,FUSECA1,1800,14,electricidad,,products/FUSECA1.jpg,True
ELIMINADOR PILAS PHILCO 1200MHA 6 CONECTORES,E1200,10400,6,adaptadores,,products/E1200.jpg,True
DISPLAY CAMBIO DE JUGADOR CJ3264,CJ3264,0,0,deportivo,,products/CJ3264.jpg,True
FUSIBLE CORTO 7A/250V (10 U),FUS007,840,7,electronica,,products/FUS007.jpg,True
FUSIBLE LARGO 1A/250V (10 U),FUS0L1,600,9,electricidad,,products/FUS0L1.jpg,True
FUSIBLE LARGO 0.5A/250V (10 U),FUS0L0.5,840,9,electricidad,,products/FUS0L0.5.jpg,True
LETRERO FULL COLOR wifi MG32160w,MG32160w,0,0,desarrollos,,products/MG32160w.jpg,True
LETRERO LED L32160W,L32160W,0,0,desarrollos,,products/L32160W.jpg,True
MINI PROTOBOARD VERDE 170 PUNTOS,SET171,600,38,arduino,,products/SET171.jpg,True
MINI PROTOBOARD NEGRO 170 PUNTOS,SET172,600,54,arduino,,products/SET172.jpg,True
MINI PROTOBOARD AMARILLO 170 PUNTOS,SET173,600,58,arduino,,products/SET173.jpg,True
INTEGRADO SALIDA AUDIO STK4142 II,STK4142II,5000,1,electronica,,products/STK4142II.jpg,True
INTEGRADO SALIDA AUDIO STK402-090,I2-12,8403,1,electronica,,products/I2-12.jpg,True
